,genre,artists
933,ska,Los Pericos
934,mpb,Djavan
935,study,Smartface
936,goth,The Gathering
937,heavy-metal,Lordi
938,edm,Alesso;Katy Perry
939,grindcore,Impetigo
940,kids,The Jamborees
941,kids,Rik Gaynor
942,rockabilly,Bobby Darin
943,happy,Paul Elstak
944,afrobeat,Jackie Mittoo
945,honky-tonk,Stonewall Jackson
946,breakbeat,Hybrid
947,breakbeat,Audio Bullys
948,rockabilly,Ricky Nelson
949,death-metal,Amon Amarth
950,emo,NX Zero
951,latino,Alvaro Diaz;Rauw Alejandro
952,j-idol,Sakurako Ohara
953,cantopop,Karen Mok
954,garage,Crumb
955,rockabilly,Roy Orbison
956,forro,Iguinho e Lulinha
957,rockabilly,Connie Francis
958,salsa,Adolescent's Orquesta
959,spanish,Porta
960,turkish,No.1
961,j-rock,İlhan İrem
962,disney,The Sleep Diaries
963,happy,Charly Lownoise & Mental Theo
964,romance,Kvatro
965,trip-hop,Roots Manuva
966,comedy,Christopher Titus
967,indie-pop,Holly Humberstone
968,minimal-techno,Boris Brejcha;Ginger
969,rockabilly,Imelda May
970,romance,Elena Kamburova
971,breakbeat,Apollo 440
972,blues,ZZ Top
973,j-idol,Kyary Pamyu Pamyu
974,j-pop,Ado
975,anime,Khantrast
976,chill,Kochetkovv
977,sad,Aries
978,piano,BigRicePiano
979,psych-rock,Grateful Dead
980,indian,Pritam;KK
981,metalcore,Bad Omens
982,cantopop,Leon Lai
983,singer-songwriter,Clinton Kane
984,samba,Soweto
985,samba,Belchior
986,idm,Mokhov
987,singer-songwriter,Sheryl Crow
988,house,Travis Scott
989,new-age,Clannad
990,blues,Blind Faith
991,j-dance,Ryuji Imaichi
992,ska,Los Cafres
993,sertanejo,Jorge & Mateus
994,classical,Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler
995,salsa,Jerry Rivera
996,opera,Il Divo
997,guitar,Tinariwen
998,r-n-b,Banda Cuisillos
999,opera,Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra
1000,kids,Little Apple Band
1001,new-age,Mike Oldfield
1002,mpb,Roberto Carlos
1003,rock,The Cranberries
1004,punk-rock,Árbol
1005,emo,A Rocket To The Moon
1006,hardcore,9mm Parabellum Bullet
1007,deep-house,Disciples
1008,power-pop,Dinosaur Jr.
1009,deep-house,Nora En Pure
1010,minimal-techno,Moderat
1011,acoustic,Parachute
1012,synth-pop,Limahl
1013,pagode,Atitude 67
1014,comedy,Pink Guy
1015,electronic,Prabh Deep
1016,electro,Melanie Martinez
1017,emo,sadeyes
1018,party,Jürgen Drews
1019,hardcore,Millencolin
1020,synth-pop,Oingo Boingo
1021,punk-rock,Luis Alberto Spinetta
1022,spanish,Natalia Jiménez
1023,j-dance,Koffee
1024,grunge,Staind
1025,folk,John Denver
1026,power-pop,Fountains Of Wayne
1027,french,Alexandre Desplat
1028,emo,FACE
1029,afrobeat,Samuca e a Selva
1030,heavy-metal,Los Antiguos
1031,death-metal,Gideon
1032,swedish,Lykke Li;The Magician
1033,hardcore,Fiskales Ad-Hok
1034,forro,Bonde do Forró
1035,soul,Omar Apollo
1036,garage,The Growlers
1037,death-metal,Surra
1038,folk,Kailash Kher;Paresh Kamath;Naresh Kamath
1039,happy,PartyfrieX
1040,folk,Andrew Bird
1041,edm,Years & Years
1042,hard-rock,Black Sabbath
1043,dancehall,Omah Lay;Justin Bieber
1044,funk,MC Hariel
1045,dance,Dua Lipa
1046,country,George Strait
1047,drum-and-bass,NERO
1048,country,Cole Swindell
1049,j-dance,QUEEN BEE
1050,chicago-house,Armando
1051,blues,Zayde Wølf
1052,indie-pop,Death Cab for Cutie
1053,k-pop,TWICE
1054,samba,Vou pro Sereno
1055,idm,Ocoeur
1056,idm,alva noto;Ryuichi Sakamoto
1057,rockabilly,Fats Domino
1058,rock-n-roll,Jorge Muñiz
1059,indie-pop,Gracie Abrams
1060,goth,Anabantha
1061,sertanejo,Milionário & José Rico
1062,tango,Osvaldo Pugliese
1063,piano,Rufus Wainwright
1064,folk,Bob Dylan
1065,forro,Limão Com Mel
1066,singer-songwriter,Ashu Shukla
1067,j-rock,GReeeeN
1068,forro,Vitor Fernandes
1069,swedish,Bo Kaspers Orkester
1070,goth,Jonas Lundqvist
1071,tango,Carlos Lombardi;Los Românticos De La Noche
1072,funk,Rudimental;Jess Glynne;Macklemore;Dan Caplen
1073,happy,Korsakoff
1074,bluegrass,The Devil Makes Three
1075,party,Die Flippers
1076,party,Mia Julia
1077,german,Hans Zimmer;Lisa Gerrard;Gavin Greenaway;The Lyndhurst Orchestra
1078,happy,DJ Isaac
1079,folk,The Head And The Heart
1080,gospel,Gabriel Guedes de Almeida
1081,world-music,Kari Jobe
1082,show-tunes,Idina Menzel
1083,rock-n-roll,Estela Nuñez
1084,dancehall,Sean Paul;Dua Lipa
1085,classical,Sirkazhi Govindarajan
1086,idm,Ceephax Acid Crew
1087,metalcore,Wage War
1088,guitar,João Gilberto
1089,metalcore,Motionless In White
1090,samba,Gilberto Gil
1091,blues,Allman Brothers Band
1092,blues,J.J. Cale
1093,metal,System Of A Down
1094,samba,Benito Di Paula
1095,club,One True God
1096,black-metal,Månegarm
1097,progressive-house,Swedish House Mafia;The Weeknd
1098,hardstyle,D-Block & S-te-Fan
1099,grindcore,The Red Chord
1100,chill,Mokita
1101,chicago-house,Pal Joey
1102,trip-hop,Nightmares On Wax
1103,disco,Lionel Richie
1104,acoustic,JJ Heller
1105,death-metal,Children Of Bodom
1106,disco,Barry White
1107,alternative,Mon Laferte
1108,dance,Burna Boy;Wizkid
1109,death-metal,Transmetal
1110,chill,fenekot
1111,synth-pop,New Order
1112,synth-pop,Eurythmics;Annie Lennox;Dave Stewart
1113,synth-pop,Tubeway Army
1114,soul,Frank Ocean
1115,punk-rock,Skay Beilinson
1116,deep-house,Robin Schulz;Francesco Yates
1117,j-idol,BABYMETAL
1118,disco,Chaka Khan
1119,emo,"nothing,nowhere."
1120,garage,Dear Seattle
1121,punk-rock,Talking Heads
1122,synth-pop,CHVRCHES
1123,edm,Joel Corry;MNEK
1124,party,Tim Toupet
1125,industrial,Killing Joke
1126,hardcore,Rise Against
1127,industrial,(Hed) P.E.
1128,metal,Deftones
1129,metalcore,Our Last Night
1130,k-pop,Jack Harlow;Drake
1131,power-pop,Swingin' Utters
1132,edm,Clean Bandit;Sean Paul;Anne-Marie
1133,funk,Clean Bandit;French The Kid;Rema
1134,pagode,Belo
1135,singer-songwriter,Sufjan Stevens
1136,grindcore,Discordance Axis
1137,party,Wolfgang Petry
1138,death-metal,Testament
1139,study,hope mona
1140,country,Blake Shelton
1141,edm,Felix Jaehn;Ray Dalton
1142,forro,Japãozin
1143,industrial,CKY
1144,forro,Desejo De Menina
1145,j-pop,Gregory Porter
1146,rockabilly,John Lindberg Trio
1147,edm,Felix Jaehn;Zoe Wees
1148,guitar,Jesse Rice
1149,alt-rock,Las Pastillas del Abuelo
1150,death-metal,Slaughter to Prevail
1151,children,Play School
1152,iranian,Angband
1153,industrial,Soulfly
1154,iranian,Electroqute
1155,j-rock,PornoGraffitti
1156,pagode,Edson & Hudson
1157,mandopop,Wu Bai
1158,industrial,Skindred
1159,pagode,Só Pra Contrariar
1160,chill,dhruv
1161,chill,demxntia
1162,comedy,Dan Cummins
1163,sertanejo,Matogrosso & Mathias
1164,opera,Collabro
1165,psych-rock,Flört
1166,comedy,Jeff Foxworthy
1167,folk,Divya Kumar
1168,guitar,Joe Satriani
1169,samba,Xande De Pilares
1170,punk,Los Abuelos De La Nada
1171,rock-n-roll,Marco Antonio Muñiz
1172,latin,Chino & Nacho
1173,romance,Zhanna Bichevskaya
1174,mandopop,告五人
1175,ambient,Max Richter
1176,sleep,Ocean Waves For Sleep
1177,rockabilly,The Everly Brothers
1178,goth,Within Temptation
1179,idm,Melorman
1180,k-pop,Anuradha Paudwal
1181,disney,Oliver Wallace
1182,cantopop,Alan Tam
1183,anime,Yasuharu Takanashi
1184,acoustic,Eddie Vedder
1185,j-dance,AMARIA BB
1186,j-dance,Elephant Man
1187,disney,Billboard Baby Lullabies
1188,latin,Lalo Ebratt;Trapical
1189,idm,Dither
1190,german,Ramin Djawadi
1191,synth-pop,Wham!
1192,club,Daniel Deluxe
1193,acoustic,Zack Tabudlo
1194,samba,Akatu
1195,trance,Tiësto;KAROL G
1196,anime,CHiCO with HoneyWorks
1197,progressive-house,Marshmello;Jonas Brothers
1198,dance,Charlie Puth;Jung Kook
1199,spanish,Coti
1200,detroit-techno,Delano Smith
1201,alternative,Snoh Aalegra
1202,edm,Ellie Goulding;Diplo;Swae Lee
1203,edm,Becky Hill;Topic
1204,dance,Jason Derulo
1205,hardcore,Nas
1206,world-music,Shane & Shane
1207,chicago-house,Mike Dunn
1208,electro,DJ Snake;J Balvin;Tyga
1209,psych-rock,The Moody Blues
1210,hardcore,The Dead Milkmen
1211,acoustic,Motohiro Hata
1212,salsa,Tito Nieves
1213,hard-rock,Aerosmith
1214,dance,Jason Derulo;Kodak Black
1215,dub,ILLENIUM;Sueco;Trippie Redd
1216,soul,Michael Jackson
1217,heavy-metal,V8
1218,malay,NJ
1219,ska,Los Auténticos Decadentes
1220,psych-rock,The Kinks
1221,turkish,Sagopa Kajmer
1222,british,Foy Vance
1223,reggaeton,Sebastian Yatra
1224,country,Michael Ray
1225,british,Simply Red
1226,j-pop,Reginaldo Rossi
1227,ambient,aswekeepsearching
1228,happy,Promo
1229,reggae,Guaynaa
1230,guitar,George Benson
1231,latin,Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds
1232,soul,Ty Dolla $ign;Post Malone
1233,salsa,Tito Rojas
1234,salsa,Guaco
1235,sad,Powfu
1236,samba,Caju Pra Baixo
1237,spanish,Los Rodriguez
1238,malay,Gowry Lekshmi
1239,soul,Jamie Miller
1240,gospel,Isadora Pompeo
1241,idm,LFO
1242,happy,Neophyte
1243,j-rock,KANA-BOON
1244,malay,Noel Toms
1245,alternative,Bella Poarch
1246,ska,Feine Sahne Fischfilet
1247,emo,44phantom
1248,kids,Have Fun Teaching
1249,dance,Burna Boy;Stormzy
1250,latin,Feid;J Balvin;Maluma;Nicky Jam;Sech;Justin Quiles
1251,chill,Fiji Blue
1252,death-metal,Arch Enemy
1253,chicago-house,Ralphi Rosario
1254,salsa,Joe Arroyo
1255,j-dance,Maharajan
1256,latin,J Balvin;Skrillex
1257,black-metal,Darkthrone
1258,progressive-house,Martin Garrix
1259,synth-pop,Electroforez
1260,latin,Sofía Reyes;Jason Derulo;De La Ghetto
1261,j-idol,夜光性アミューズ
1262,minimal-techno,Fritz Kalkbrenner
1263,british,Seal
1264,afrobeat,The Budos Band
1265,romance,Сергей Зыков
1266,british,Tom Rosenthal
1267,metalcore,SiM
1268,folk,The Pogues;Kirsty MacColl
1269,j-rock,Shogo Hamada
1270,new-age,Karunesh
1271,malay,Sachin Warrier
1272,romance,Gelena Velikanova
1273,mandopop,Z.TAO
1274,cantopop,Ekin Cheng
1275,cantopop,Leslie Cheung
1276,folk,Paul Simon
1277,mandopop,Mayday
1278,cantopop,Hins Cheung
1279,dancehall,Fireboy DML
1280,k-pop,Alka Yagnik
1281,folk,Nusrat Fateh Ali Khan;A1Melodymaster
1282,goth,Amaranthe
1283,spanish,La Oreja de Van Gogh
1284,synth-pop,Simple Minds
1285,salsa,Oscar D'León
1286,chicago-house,Roy Davis Jr.
1287,trance,Sajanka
1288,hardcore,Bayside
1289,metalcore,We Came As Romans
1290,edm,MEDUZA;Becky Hill;Goodboys
1291,heavy-metal,Barilari
1292,grindcore,Exhumed
1293,sad,SHRK;Shiloh Dynasty
1294,rock-n-roll,Angelica Maria
1295,electro,Charli XCX;Rina Sawayama
1296,minimal-techno,Christian Löffler
1297,acoustic,Ben Rector
1298,malay,Thaikkudam Bridge
1299,detroit-techno,K-Hand
1300,mpb,Cássia Eller
1301,ska,Wilmer X
1302,deep-house,Nora Van Elken
1303,world-music,Reiki Armonía
1304,grunge,Live
1305,ambient,Fabrizio Paterlini
1306,samba,Grupo Sensação
1307,punk-rock,División Minúscula
1308,deep-house,Syn Cole
1309,industrial,Ill Niño
1310,pagode,Jeito Moleque
1311,acoustic,Brandi Carlile;Lucius
1312,electro,Juan Magán;Belinda;Lapiz Conciente
1313,punk-rock,Joy Division
1314,ambient,Aphex Twin
1315,hardcore,Eterna Inocencia
1316,soul,Surfaces
1317,ambient,Brian Eno
1318,rock,Jaymes Young
1319,spanish,Cristian
1320,pop,The Weeknd
1321,ska,Los Estramboticos
1322,world-music,Passion;Kristian Stanfill
1323,honky-tonk,Carl Smith
1324,power-pop,The 20 Belows
1325,ambient,Bicep
1326,hard-rock,Van Halen
1327,gospel,Rose Nascimento
1328,metalcore,"Fear, and Loathing in Las Vegas"
1329,honky-tonk,Railbenders
1330,dub,Horace Andy
1331,ambient,Joep Beving
1332,reggaeton,KAROL G;Mariah Angeliq
1333,hardcore,Seringai
1334,edm,MEDUZA;James Carter;Elley Duhé;FAST BOY
1335,grindcore,Last Days Of Humanity
1336,comedy,"""Weird Al"" Yankovic"
1337,world-music,Rend Collective
1338,grindcore,Nasum
1339,new-age,Will Ackerman
1340,opera,André Rieu;Johann Strauss Orchestra
1341,alt-rock,The Verve
1342,disco,Akcent
1343,groove,Spineshank
1344,breakbeat,The Crystal Method
1345,acoustic,Kina Grannis
1346,punk-rock,Tronic
1347,electronic,Poshlaya Molly
1348,synth-pop,Kite
1349,tango,Juan D'Arienzo
1350,rock-n-roll,Cliff Richard
1351,power-pop,The Jayhawks
1352,jazz,Louis Armstrong
1353,hard-rock,Böhse Onkelz
1354,world-music,Bethel Music;Jenn Johnson
1355,malay,Job Kurian
1356,industrial,Drowning Pool
1357,sad,KAYDEN
1358,anime,TK from Ling tosite sigure
1359,jazz,Nat King Cole;John Legend
1360,spanish,Brock Ansiolitiko
1361,breakbeat,Propellerheads
1362,british,Henry Jackman
1363,iranian,Idlefon
1364,j-rock,Yeni Türkü
1365,gospel,Rosa de Saron
1366,j-rock,NICO Touches the Walls
1367,salsa,Galy Galiano
1368,edm,MEDUZA;Goodboys
1369,malay,Saleem
1370,death-metal,Finntroll
1371,world-music,Cesária Evora
1372,r-n-b,Valentín Elizalde
1373,british,DragonForce
1374,trip-hop,FKA twigs;The Weeknd
1375,spanish,Miguel Bosé
1376,death-metal,Avatar
1377,pop-film,Atif Aslam
1378,power-pop,Masked Intruder
1379,blues,Adam Jensen
1380,pop-film,KK
1381,anime,Ikimonogakari
1382,cantopop,Terence Lam
1383,grindcore,The Tony Danza Tapdance Extravaganza
1384,latino,Bad Bunny;Drake
1385,cantopop,HANA
1386,k-pop,Jagjit Singh
1387,pop,Lana Del Rey
1388,k-pop,SEVENTEEN
1389,dancehall,Shamanes Crew
1390,bluegrass,Punch Brothers
1391,swedish,Jubël
1392,power-pop,White Reaper
1393,sad,sammy rash
1394,ska,2 minutos
1395,funk,LUDMILLA
1396,k-pop,Anuradha Paudwal;Kumar Sanu
1397,latin,Mariah Angeliq;Guaynaa
1398,bluegrass,The Wailin' Jennys
1399,breakbeat,Bassnectar
1400,minimal-techno,Joachim Pastor
1401,romance,Nikolay Erdenko
1402,power-pop,Joe Jackson
1403,death-metal,Eluveitie
1404,idm,alva noto
1405,j-dance,Spice
1406,jazz,Tony Bennett;Lady Gaga
1407,german,Hans Zimmer;Henning Lohner;Martin Tillman;Fiachra Trench
1408,idm,Datassette
1409,grindcore,Iron Lung
1410,jazz,Nat King Cole Trio
1411,drum-and-bass,Shapeshifter
1412,cantopop,Beyond
1413,sleep,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta
1414,spanish,Deluxe
1415,electronic,Peter Cat Recording Co.
1416,iranian,Chaos Descent
1417,sad,creamy;untrusted;11:11 Music Group
1418,mandopop,David Tao
1419,mpb,Leoni
1420,minimal-techno,Booka Shade
1421,iranian,Kahtmayan
1422,alternative,Oliver Tree
1423,j-dance,Vipa Music;Kenyaman
1424,pagode,Dilsinho;Sorriso Maroto
1425,industrial,Death Grips
1426,death-metal,Death
1427,party,Lorenz Büffel
1428,mpb,Big Up
1429,indie-pop,Hayley Kiyoko
1430,children,The Laurie Berkner Band
1431,romance,Александр Добронравов
1432,club,The Magnetic Fields
1433,dubstep,Koven
1434,alt-rock,grandson
1435,r-n-b,Skank
1436,comedy,Brian Regan
1437,show-tunes,Serkan Kaya
1438,grindcore,Internal Rot
1439,industrial,HELLYEAH
1440,opera,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli
1441,grindcore,Disfear
1442,black-metal,Dimmu Borgir
1443,show-tunes,25th Annual Putnam County Spelling Bee Original Cast
1444,swedish,Clara Mae
1445,emo,The Ready Set
1446,j-idol,BAND-MAID
1447,disco,Eric Prydz;Empire of the Sun
1448,j-rock,ELLEGARDEN
1449,alternative,Florence + The Machine
1450,comedy,Big Jay Oakerson
1451,industrial,KMFDM
1452,study,Blackburri
1453,minimal-techno,Oliver Koletzki
1454,swedish,shy martin
1455,party,voXXclub
1456,ambient,Bethel Music;Jonathan David Helser;Melissa Helser
1457,sertanejo,Clayton & Romário
1458,piano,Skylar Grey
1459,rock,The Goo Goo Dolls
1460,spanish,Estopa
1461,romance,Валерий Агафонов
1462,turkish,Motive
1463,singer-songwriter,Arijit Anand
1464,sertanejo,Gustavo Mioto
1465,breakbeat,Roni Size
1466,new-age,Secret Garden
1467,romance,Tatiana and Sergey Nikitin
1468,new-age,Robert Haig Coxon
1469,garage,Beddy Rays
1470,goth,HammerFall
1471,techno,Kyoko Koizumi
1472,afrobeat,Hugh Masekela
1473,rock-n-roll,Los Tukas
1474,garage,WAAX
1475,trip-hop,DJ Shadow
1476,samba,Maria Rita
1477,black-metal,Midnight
1478,party,Micha von der Rampe
1479,trip-hop,Little Dragon
1480,guitar,Joseph Sullinger
1481,edm,Jonas Blue;William Singe
1482,rock-n-roll,Ben E. King
1483,blues,Bachman-Turner Overdrive
1484,salsa,Tony Vega
1485,punk-rock,Tři Sestry
1486,j-dance,Charly Black
1487,psych-rock,Grinspoon
1488,r-n-b,7 Minutoz
1489,detroit-techno,Seth Troxler
1490,latino,Farruko
1491,party,Michael Wendler
1492,acoustic,Brandi Carlile
1493,garage,Mild High Club
1494,acoustic,Jonah Baker
1495,synth-pop,The Stranglers
1496,detroit-techno,Derrick May
1497,dubstep,SLANDER;Dylan Matthew
1498,acoustic,A Great Big World
1499,r-n-b,Lil Tjay
1500,punk-rock,Tianastacia
1501,disney,George Bruns
1502,synth-pop,Icona Pop;Charli XCX
1503,samba,Samba De Raiz
1504,electro,Wisin & Yandel;Anthony Santos
1505,swedish,flora cash
1506,mandopop,Jody Chiang
1507,afrobeat,Juanafé
1508,folk,Mame Khan
1509,deep-house,D.O.D
1510,folk,Seafret
1511,indie-pop,Chelsea Cutler
1512,metalcore,The Amity Affliction
1513,metalcore,Parkway Drive
1514,black-metal,Alcest
1515,show-tunes,Michael Ball
1516,emo,Pee Wee Gaskins
1517,black-metal,Kvelertak
1518,j-dance,Jah Vinci
1519,black-metal,LIK
1520,new-age,Gomer Edwin Evans
1521,guitar,Guus Dielissen
1522,breakbeat,Stanton Warriors
1523,breakbeat,DJ Icey
1524,death-metal,Emmure
1525,breakbeat,Colombo
1526,trip-hop,Groove Armada
1527,trip-hop,De-Phazz
1528,rock,Bastille
1529,trip-hop,Emancipator
1530,turkish,Şanışer
1531,romance,Yuri Morfessi
1532,spanish,Lola Indigo;Maria Becerra
1533,german,Felix Jaehn;The Stickmen Project;Calum Scott
1534,tango,Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica
1535,cantopop,Joey Yung
1536,pop,Ed Sheeran
1537,cantopop,Khalil Fong
1538,psych-rock,Wishbone Ash
1539,bluegrass,Flatt & Scruggs
1540,brazil,Padre Fábio De Melo
1541,spanish,El Canto Del Loco
1542,latino,Jairo Vera
1543,dub,Cidade Verde Sounds
1544,dub,Steel Pulse
1545,j-idol,SCANDAL
1546,guitar,Andrew Foy
1547,synth-pop,Videoclub
1548,malay,Manjari
1549,r-n-b,Projota
1550,malay,K. G. Markose
1551,german,Topic;Robin Schulz;Nico Santos;Paul van Dyk
1552,progressive-house,Swedish House Mafia
1553,piano,Instrumental Worship Project from I’m In Records
1554,malay,D’MASIV
1555,forro,Mastruz Com Leite
1556,gospel,Voz da Verdade
1557,afrobeat,Newen Afrobeat
1558,brazil,Armandinho
1559,minimal-techno,Stephan Bodzin
1560,acoustic,Hanare Gumi
1561,salsa,Willie Gonzalez
1562,salsa,Guayacán Orquesta
1563,swedish,Eddie Meduza
1564,ska,Kapanga
1565,iranian,Alireza Mashayekhi
1566,sertanejo,Chico Rey & Paraná
1567,happy,Evil Activities
1568,idm,The Black Dog
1569,idm,Two Lone Swordsmen
1570,k-pop,Yuvan Shankar Raja;Sid Sriram
1571,goth,Slowgold
1572,country,Faith Hill
1573,k-pop,TOMORROW X TOGETHER
1574,happy,De Doelleazen
1575,hard-rock,Europe
1576,j-rock,[Alexandros]
1577,dance,DJ Snake;Selena Gomez;Ozuna;Cardi B
1578,grindcore,Miasmatic Necrosis
1579,chicago-house,Phuture
1580,turkish,Duman
1581,house,NEIKED;Anne-Marie;Latto
1582,classical,Edvard Grieg;Una Bourne
1583,comedy,George Lopez
1584,ska,Jill Johnson
1585,kids,That Girl Lay Lay
1586,singer-songwriter,Ashwin Adwani
1587,indie-pop,Still Woozy
1588,punk-rock,The Cab
1589,alt-rock,Los Bunkers
1590,folk,Glen Campbell
1591,grunge,Seether
1592,jazz,Louis Armstrong;The Commanders
1593,comedy,Chad Daniels
1594,singer-songwriter,Ramil Ganjoo
1595,industrial,Front 242
1596,happy,Nosferatu
1597,ambient,Tony Anderson
1598,swedish,Melissa Horn
1599,comedy,Ralphie May
1600,iranian,Siavash Amini
1601,chill,Zachary Knowles
1602,iranian,War Angel
1603,happy,Darren Styles
1604,indie,Dream Note
1605,synth-pop,Pet Shop Boys
1606,psych-rock,The Velvet Underground
1607,acoustic,Ben Woodward
1608,heavy-metal,Pappo
1609,grunge,The Presidents Of The United States Of America
1610,latin,Don Omar;Lucenzo
1611,power-pop,Los Crudos
1612,children,Mother Goose Club
1613,grindcore,His Hero Is Gone
1614,metal,Korn
1615,grindcore,Despise You
1616,grindcore,Manger Cadavre?
1617,kids,Top of the Bus
1618,country,Kenny Chesney
1619,country,Kacey Musgraves;Lana Del Rey
1620,grindcore,Terrorizer
1621,dub,Inhaler
1622,study,Breakfast For Brunch
1623,heavy-metal,Beast In Black
1624,hardstyle,Headhunterz
1625,chicago-house,Bad Boy Bill
1626,sleep,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute
1627,j-dance,Bounty Killer
1628,honky-tonk,Eddie Noack
1629,goth,Unleash The Archers
1630,country,Kacey Musgraves;Camila Cabello
1631,anime,EGOIST
1632,children,Twinkle Twinkle Little Rock Star
1633,show-tunes,Mindi Dickstein;Jason Howland;'Little Women' Original Broadway Cast
1634,singer-songwriter,Damien Rice
1635,minimal-techno,Enrico Sangiuliano
1636,groove,Chimaira
1637,black-metal,Deicide
1638,mpb,Marisa Monte
1639,gospel,Shirley Carvalhaes
1640,industrial,Area 11
1641,metalcore,Every Time I Die
1642,metalcore,Spiritbox
1643,opera,Celtic Thunder
1644,electronic,Lifafa
1645,comedy,Robert Schimmel
1646,metalcore,Periphery
1647,comedy,Iliza Shlesinger
1648,chill,Tenno
1649,goth,Tarja
1650,black-metal,Inquisition
1651,death-metal,Bleed From Within
1652,death-metal,The Ghost Inside
1653,grindcore,Soilent Green
1654,j-dance,Fetty Wap
1655,alt-rock,Bea Miller
1656,chill,Pink Sweat$;6LACK
1657,trip-hop,Jon Kennedy
1658,mpb,Alceu Valença
1659,trance,Above & Beyond
1660,chill,Kid Travis
